,Leblanc_1920=rp141,Leblanc_1909=rp037
détestes,1.0797503617163712e-05,0.0
détesté,1.0797503617163712e-05,1.5489227242452876e-05
détonation,3.239251085149114e-05,1.5489227242452876e-05
détonations,4.319001446865485e-05,0.0
détour,1.0797503617163712e-05,4.646768172735862e-05
détourna,1.0797503617163712e-05,1.5489227242452876e-05
détournerait,1.0797503617163712e-05,0.0
détourné,1.0797503617163712e-05,1.5489227242452876e-05
détraquait,1.0797503617163712e-05,0.0
détraqué,2.1595007234327425e-05,0.0
détraquée,1.0797503617163712e-05,0.0
détresse,4.319001446865485e-05,1.5489227242452876e-05
détritus,1.0797503617163712e-05,0.0
détruisant,1.0797503617163712e-05,0.0
détruite,1.0797503617163712e-05,0.0
dévalaient,1.0797503617163712e-05,0.0
dévalait,1.0797503617163712e-05,0.0
dévaster,1.0797503617163712e-05,0.0
dévasté,1.0797503617163712e-05,0.0
dévastée,1.0797503617163712e-05,0.0
développer,1.0797503617163712e-05,0.0
dévier,1.0797503617163712e-05,0.0
dévissait,1.0797503617163712e-05,0.0
dévisser,1.0797503617163712e-05,0.0
dévissé,1.0797503617163712e-05,0.0
dévoilé,1.0797503617163712e-05,1.5489227242452876e-05
dévorée,1.0797503617163712e-05,0.0
dévoue,1.0797503617163712e-05,0.0
dévouement,2.1595007234327425e-05,3.097845448490575e-05
dévouée,3.239251085149114e-05,1.5489227242452876e-05
dévouées,1.0797503617163712e-05,0.0
dévoués,1.0797503617163712e-05,0.0
déçu,1.0797503617163712e-05,1.5489227242452876e-05
dîner,2.1595007234327425e-05,4.646768172735862e-05
dînons,1.0797503617163712e-05,0.0
dôme,1.0797503617163712e-05,0.0
dû,0.0002591400868119291,0.00021684918139434025
eau,0.00021595007234327424,0.0002633168631216989
eaux,5.398751808581856e-05,3.097845448490575e-05
eczémas,1.0797503617163712e-05,0.0
effacé,2.1595007234327425e-05,0.0
effacée,1.0797503617163712e-05,0.0
effacés,2.1595007234327425e-05,0.0
effara,1.0797503617163712e-05,0.0
effarement,3.239251085149114e-05,1.5489227242452876e-05
effaré,1.0797503617163712e-05,0.0
effarée,1.0797503617163712e-05,0.0
effectuer,1.0797503617163712e-05,1.5489227242452876e-05
effectué,1.0797503617163712e-05,4.646768172735862e-05
effectuée,1.0797503617163712e-05,1.5489227242452876e-05
effectuées,1.0797503617163712e-05,0.0
effervescence,2.1595007234327425e-05,0.0
effet,0.0003995076338350573,0.000495655271758492
efficace,2.1595007234327425e-05,1.5489227242452876e-05
efficacité,1.0797503617163712e-05,0.0
effilée,2.1595007234327425e-05,1.5489227242452876e-05
effleura,1.0797503617163712e-05,0.0
effleurer,1.0797503617163712e-05,0.0
effleuré,1.0797503617163712e-05,0.0
effondrait,1.0797503617163712e-05,0.0
effondré,2.1595007234327425e-05,1.5489227242452876e-05
efforces,1.0797503617163712e-05,0.0
effort,0.00023754507957760165,0.00018587072690943448
efforts,0.00010797503617163712,0.000247827635879246
efforçait,2.1595007234327425e-05,0.0
effraient,1.0797503617163712e-05,0.0
effrayait,1.0797503617163712e-05,0.0
effrayant,3.239251085149114e-05,4.646768172735862e-05
effrayante,7.558252532014598e-05,4.646768172735862e-05
effrayantes,2.1595007234327425e-05,1.5489227242452876e-05
effrayants,1.0797503617163712e-05,0.0
effrayer,3.239251085149114e-05,0.0
effrayée,1.0797503617163712e-05,0.0
effritait,1.0797503617163712e-05,0.0
effroi,7.558252532014598e-05,1.5489227242452876e-05
effrois,2.1595007234327425e-05,0.0
effroyable,4.319001446865485e-05,6.19569089698115e-05
effroyables,1.0797503617163712e-05,0.0
effusion,1.0797503617163712e-05,0.0
eger,1.0797503617163712e-05,0.0
eh,0.0005722676917096767,0.0007589721348801908
elbe,3.239251085149114e-05,0.0
elfride,0.0003887101302178936,0.0
eli,4.319001446865485e-05,0.0
elle,0.012870624311659144,0.003113334675733028
elles,0.0007450277495842961,0.00044918759003113336
emballe,3.239251085149114e-05,1.5489227242452876e-05
emballez,1.0797503617163712e-05,1.5489227242452876e-05
embarqua,1.0797503617163712e-05,0.0
embarque,1.0797503617163712e-05,0.0
embarquer,3.239251085149114e-05,0.0
embarras,2.1595007234327425e-05,0.0
embarrassait,2.1595007234327425e-05,0.0
embarrasse,1.0797503617163712e-05,1.5489227242452876e-05
embarrassé,2.1595007234327425e-05,1.5489227242452876e-05
embranchement,1.0797503617163712e-05,0.0
embranchements,1.0797503617163712e-05,0.0
embrassa,2.1595007234327425e-05,0.0
embrassait,2.1595007234327425e-05,0.0
embrasser,3.239251085149114e-05,0.0
embrasserai,1.0797503617163712e-05,0.0
embrassez,1.0797503617163712e-05,0.0
embrassèrent,1.0797503617163712e-05,0.0
embrassée,1.0797503617163712e-05,0.0
embrasure,1.0797503617163712e-05,0.0
embrasé,1.0797503617163712e-05,0.0
embrochent,1.0797503617163712e-05,0.0
embroché,1.0797503617163712e-05,0.0
embrouiller,1.0797503617163712e-05,0.0
embrouilles,1.0797503617163712e-05,0.0
embusqué,1.0797503617163712e-05,0.0
emmenaient,1.0797503617163712e-05,0.0
emmenant,1.0797503617163712e-05,0.0
emmener,3.239251085149114e-05,1.5489227242452876e-05
emmené,1.0797503617163712e-05,3.097845448490575e-05
empare,1.0797503617163712e-05,1.5489227242452876e-05
emparer,1.0797503617163712e-05,3.097845448490575e-05
emphase,2.1595007234327425e-05,0.0
emphatique,2.1595007234327425e-05,0.0
empire,1.0797503617163712e-05,0.0
emplacement,4.319001446865485e-05,4.646768172735862e-05
emplirent,1.0797503617163712e-05,0.0
emplissait,1.0797503617163712e-05,1.5489227242452876e-05
emploi,1.0797503617163712e-05,0.0
emploient,1.0797503617163712e-05,0.0
employa,1.0797503617163712e-05,0.0
employer,1.0797503617163712e-05,1.5489227242452876e-05
employiez,1.0797503617163712e-05,0.0
employée,2.1595007234327425e-05,1.5489227242452876e-05
employées,1.0797503617163712e-05,0.0
empocher,1.0797503617163712e-05,0.0
empoigna,3.239251085149114e-05,6.19569089698115e-05
empoignade,1.0797503617163712e-05,0.0
empoignant,1.0797503617163712e-05,0.0
empoigner,1.0797503617163712e-05,0.0
empoigné,2.1595007234327425e-05,0.0
empoignée,1.0797503617163712e-05,0.0
empoisonnement,2.1595007234327425e-05,0.0
empoisonné,2.1595007234327425e-05,1.5489227242452876e-05
emporta,1.0797503617163712e-05,1.5489227242452876e-05
emportait,1.0797503617163712e-05,1.5489227242452876e-05
emporte,1.0797503617163712e-05,1.5489227242452876e-05
emportement,1.0797503617163712e-05,1.5489227242452876e-05
emporter,3.239251085149114e-05,0.0
emportez,1.0797503617163712e-05,0.0
emportèrent,2.1595007234327425e-05,0.0
emporté,2.1595007234327425e-05,6.19569089698115e-05
empreint,1.0797503617163712e-05,0.0
empressement,1.0797503617163712e-05,0.0
emprisonnent,1.0797503617163712e-05,0.0
emprisonné,4.319001446865485e-05,3.097845448490575e-05
emprisonnée,1.0797503617163712e-05,1.5489227242452876e-05
empruntent,1.0797503617163712e-05,0.0
empêchaient,1.0797503617163712e-05,0.0
empêchait,2.1595007234327425e-05,1.5489227242452876e-05
empêche,1.0797503617163712e-05,0.0
empêcher,4.319001446865485e-05,6.19569089698115e-05
empêchât,1.0797503617163712e-05,0.0
empêché,1.0797503617163712e-05,1.5489227242452876e-05
empêchée,1.0797503617163712e-05,0.0
empêtra,1.0797503617163712e-05,0.0
en,0.010333210961625672,0.010950883660414181
encadraient,1.0797503617163712e-05,1.5489227242452876e-05
encadrait,1.0797503617163712e-05,0.0
encadre,1.0797503617163712e-05,0.0
encadrent,1.0797503617163712e-05,0.0
encan,1.0797503617163712e-05,0.0
encastrerait,1.0797503617163712e-05,0.0
encerclaient,1.0797503617163712e-05,0.0
encerclait,1.0797503617163712e-05,0.0
enchanteur,1.0797503617163712e-05,0.0
enchanté,1.0797503617163712e-05,1.5489227242452876e-05
enchaînement,1.0797503617163712e-05,0.0
encombraient,1.0797503617163712e-05,1.5489227242452876e-05
encombrée,4.319001446865485e-05,0.0
encontre,1.0797503617163712e-05,1.5489227242452876e-05
encore,0.00142527047746561,0.0011926704976688712
encre,3.239251085149114e-05,4.646768172735862e-05
endiablés,1.0797503617163712e-05,0.0
endormi,3.239251085149114e-05,4.646768172735862e-05
endormie,2.1595007234327425e-05,0.0
endormir,1.0797503617163712e-05,1.5489227242452876e-05
endormirent,1.0797503617163712e-05,0.0
endormit,1.0797503617163712e-05,3.097845448490575e-05
endort,1.0797503617163712e-05,0.0
endosse,1.0797503617163712e-05,0.0
endossé,2.1595007234327425e-05,0.0
endroit,0.0003995076338350573,0.00027880609036415175
endroits,5.398751808581856e-05,3.097845448490575e-05
enduite,1.0797503617163712e-05,0.0
endurées,1.0797503617163712e-05,0.0
enfance,7.558252532014598e-05,3.097845448490575e-05
enfant,0.001122940376185026,0.00018587072690943448
enfantement,1.0797503617163712e-05,0.0
enfantillage,1.0797503617163712e-05,0.0
enfantine,1.0797503617163712e-05,0.0
enfants,0.0001835575614917831,0.000123913817939623
enfer,0.0001835575614917831,0.0
enfermer,1.0797503617163712e-05,1.5489227242452876e-05
enfermera,1.0797503617163712e-05,0.0
enfermé,0.00010797503617163712,4.646768172735862e-05
enfermée,4.319001446865485e-05,0.0
enfermées,5.398751808581856e-05,0.0
enfin,0.0003995076338350573,0.0005885906352132092
enflammer,1.0797503617163712e-05,0.0
enfle,1.0797503617163712e-05,0.0
enfonces,1.0797503617163712e-05,0.0
enfoncèrent,1.0797503617163712e-05,1.5489227242452876e-05
enfonçaient,2.1595007234327425e-05,1.5489227242452876e-05
enfonçait,2.1595007234327425e-05,1.5489227242452876e-05
enfonçant,1.0797503617163712e-05,0.0
enfouie,1.0797503617163712e-05,1.5489227242452876e-05
enfui,2.1595007234327425e-05,3.097845448490575e-05
enfuir,4.319001446865485e-05,4.646768172735862e-05
enfuirent,1.0797503617163712e-05,0.0
enfuis,1.0797503617163712e-05,0.0
enfuit,5.398751808581856e-05,6.19569089698115e-05
enfuyaient,1.0797503617163712e-05,3.097845448490575e-05
enfuyait,1.0797503617163712e-05,0.0
enfuyant,1.0797503617163712e-05,0.0
engagea,2.1595007234327425e-05,4.646768172735862e-05
engagement,1.0797503617163712e-05,0.0
engager,2.1595007234327425e-05,1.5489227242452876e-05
engagèrent,1.0797503617163712e-05,1.5489227242452876e-05
engagé,3.239251085149114e-05,0.0
engagés,1.0797503617163712e-05,1.5489227242452876e-05
engloutis,1.0797503617163712e-05,0.0
engourdi,1.0797503617163712e-05,1.5489227242452876e-05
engourdissement,1.0797503617163712e-05,0.0
enivrant,1.0797503617163712e-05,0.0
enjamba,2.1595007234327425e-05,1.5489227242452876e-05
enjamber,2.1595007234327425e-05,0.0
enjoignit,1.0797503617163712e-05,0.0
enlacées,1.0797503617163712e-05,0.0
enlevait,1.0797503617163712e-05,3.097845448490575e-05
enlever,2.1595007234327425e-05,4.646768172735862e-05
enlevé,7.558252532014598e-05,0.00015489227242452874
enlevée,1.0797503617163712e-05,3.097845448490575e-05
enlevés,1.0797503617163712e-05,0.0
enlumineur,2.1595007234327425e-05,0.0
enluminé,2.1595007234327425e-05,0.0
enluminée,1.0797503617163712e-05,0.0
enlève,5.398751808581856e-05,4.646768172735862e-05
enlèvement,5.398751808581856e-05,0.0002633168631216989
ennemi,0.00041030513745222107,0.00027880609036415175
ennemie,4.319001446865485e-05,3.097845448490575e-05
ennemies,2.1595007234327425e-05,0.0
ennemis,0.00012957004340596455,0.00013940304518207587
ennoblit,1.0797503617163712e-05,0.0
ennui,1.0797503617163712e-05,0.0
ennuis,1.0797503617163712e-05,1.5489227242452876e-05
ennuyée,1.0797503617163712e-05,0.0
enquête,6.478502170298228e-05,0.0003097845448490575
enragée,1.0797503617163712e-05,0.0
enregistrait,1.0797503617163712e-05,0.0
enroulaient,1.0797503617163712e-05,0.0
enroulait,1.0797503617163712e-05,0.0
enrouler,1.0797503617163712e-05,0.0
enrôlés,1.0797503617163712e-05,0.0
ensanglantés,1.0797503617163712e-05,0.0
ensemble,8.63800289373097e-05,7.744613621226437e-05
ensevelie,1.0797503617163712e-05,0.0
ensevelis,2.1595007234327425e-05,0.0
ensuite,0.00010797503617163712,0.00015489227242452874
ensuivit,1.0797503617163712e-05,0.0
entend,6.478502170298228e-05,3.097845448490575e-05
entendaient,2.1595007234327425e-05,0.0
entendait,7.558252532014598e-05,1.5489227242452876e-05
entendant,2.1595007234327425e-05,1.5489227242452876e-05
entende,1.0797503617163712e-05,1.5489227242452876e-05
entendent,1.0797503617163712e-05,0.0
entendez,3.239251085149114e-05,1.5489227242452876e-05
entendirent,1.0797503617163712e-05,1.5489227242452876e-05
entendit,0.00015116505064029196,9.293536345471724e-05
entendons,3.239251085149114e-05,0.0
entendrait,1.0797503617163712e-05,0.0
entendre,0.00016196255425745567,0.00015489227242452874
entendrons,1.0797503617163712e-05,0.0
entends,0.00010797503617163712,1.5489227242452876e-05
entendu,0.00024834258319476535,0.00010842459069717012
entendue,4.319001446865485e-05,0.0
entendues,1.0797503617163712e-05,0.0
entendus,3.239251085149114e-05,1.5489227242452876e-05
enterrait,1.0797503617163712e-05,0.0
enterrement,3.239251085149114e-05,0.0
enterrer,1.0797503617163712e-05,0.0
enterré,2.1595007234327425e-05,0.0
enthousiasme,3.239251085149114e-05,6.19569089698115e-05
entier,1.0797503617163712e-05,6.19569089698115e-05
entiers,1.0797503617163712e-05,0.0
entière,5.398751808581856e-05,7.744613621226437e-05
entièrement,1.0797503617163712e-05,3.097845448490575e-05
entoura,1.0797503617163712e-05,0.0
entouraient,2.1595007234327425e-05,1.5489227242452876e-05
entourait,4.319001446865485e-05,0.0
entoure,1.0797503617163712e-05,0.0
entourent,2.1595007234327425e-05,0.0
entouré,4.319001446865485e-05,1.5489227242452876e-05
entourée,2.1595007234327425e-05,0.0
entourées,1.0797503617163712e-05,0.0
entr,1.0797503617163712e-05,0.0
entra,7.558252532014598e-05,0.00013940304518207587
entraient,1.0797503617163712e-05,0.0
entrailles,5.398751808581856e-05,1.5489227242452876e-05
entrait,2.1595007234327425e-05,4.646768172735862e-05
entraîna,3.239251085149114e-05,3.097845448490575e-05
entraînant,1.0797503617163712e-05,4.646768172735862e-05
entraînement,1.0797503617163712e-05,0.0
entraînent,1.0797503617163712e-05,0.0
entraîner,4.319001446865485e-05,0.0
entraîniez,1.0797503617163712e-05,0.0
entraîné,1.0797503617163712e-05,0.0
entraînée,1.0797503617163712e-05,1.5489227242452876e-05
entre,0.000863800289373097,0.0009448428617896253
entrechat,1.0797503617163712e-05,0.0
entrechats,3.239251085149114e-05,0.0
entrechoquaient,1.0797503617163712e-05,0.0
entrecoupent,1.0797503617163712e-05,0.0
entrelacement,1.0797503617163712e-05,0.0
entrelacée,1.0797503617163712e-05,0.0
entremettre,1.0797503617163712e-05,0.0
entremise,2.1595007234327425e-05,0.0
entreprends,1.0797503617163712e-05,0.0
entreprise,6.478502170298228e-05,1.5489227242452876e-05
entreprises,2.1595007234327425e-05,0.0
entrer,7.558252532014598e-05,4.646768172735862e-05
entrerai,1.0797503617163712e-05,0.0
entreront,1.0797503617163712e-05,0.0
entretenaient,1.0797503617163712e-05,0.0
entretenait,1.0797503617163712e-05,0.0
entretenant,1.0797503617163712e-05,0.0
entretenir,1.0797503617163712e-05,0.0
entretenue,1.0797503617163712e-05,0.0
entretien,1.0797503617163712e-05,3.097845448490575e-05
entretiens,1.0797503617163712e-05,0.0
entrevoir,1.0797503617163712e-05,0.0
entrevoyait,2.1595007234327425e-05,0.0
entrevue,3.239251085149114e-05,7.744613621226437e-05
entrons,1.0797503617163712e-05,0.0
entrouvert,1.0797503617163712e-05,0.0
entrouvre,1.0797503617163712e-05,0.0
entrouvrit,1.0797503617163712e-05,0.0
entrèrent,3.239251085149114e-05,6.19569089698115e-05
entré,2.1595007234327425e-05,9.293536345471724e-05
entrée,0.00020515256872611053,0.00020135995415188735
entrées,1.0797503617163712e-05,0.0
envahie,2.1595007234327425e-05,0.0
envahies,1.0797503617163712e-05,0.0
envahissait,1.0797503617163712e-05,0.0
envahit,2.1595007234327425e-05,3.097845448490575e-05
enveloppa,3.239251085149114e-05,0.0
enveloppaient,1.0797503617163712e-05,0.0
enveloppait,1.0797503617163712e-05,0.0
enveloppe,1.0797503617163712e-05,3.097845448490575e-05
enveloppent,1.0797503617163712e-05,0.0
envelopper,1.0797503617163712e-05,0.0
enveloppé,2.1595007234327425e-05,1.5489227242452876e-05
enveloppée,2.1595007234327425e-05,1.5489227242452876e-05
envenimer,1.0797503617163712e-05,0.0
envergure,1.0797503617163712e-05,0.0
enverra,1.0797503617163712e-05,0.0
enverrai,1.0797503617163712e-05,0.0
envie,1.0797503617163712e-05,4.646768172735862e-05
environ,3.239251085149114e-05,7.744613621226437e-05
environnait,1.0797503617163712e-05,0.0
environnante,2.1595007234327425e-05,0.0
environnantes,1.0797503617163712e-05,0.0
environnants,2.1595007234327425e-05,0.0
environne,1.0797503617163712e-05,1.5489227242452876e-05
envoie,1.0797503617163712e-05,1.5489227242452876e-05
envolé,1.0797503617163712e-05,0.0
envoyais,1.0797503617163712e-05,0.0
envoyait,1.0797503617163712e-05,0.0
envoyer,3.239251085149114e-05,3.097845448490575e-05
envoyez,1.0797503617163712e-05,1.5489227242452876e-05
envoyé,3.239251085149114e-05,0.00010842459069717012
envoyée,2.1595007234327425e-05,1.5489227242452876e-05
envoyés,1.0797503617163712e-05,0.0
er,1.0797503617163712e-05,0.0
erin,1.0797503617163712e-05,0.0
errant,1.0797503617163712e-05,0.0
erreur,7.558252532014598e-05,6.19569089698115e-05
erreurs,1.0797503617163712e-05,1.5489227242452876e-05
errèrent,1.0797503617163712e-05,0.0
erré,1.0797503617163712e-05,0.0
es,0.0006802427278813139,0.00020135995415188735
escalada,4.319001446865485e-05,0.0
escaladant,1.0797503617163712e-05,1.5489227242452876e-05
escalier,0.00015116505064029196,0.0004801660445160391
escaliers,1.0797503617163712e-05,9.293536345471724e-05
escamotage,2.1595007234327425e-05,0.0
escampette,1.0797503617163712e-05,0.0
escarcelle,1.0797503617163712e-05,0.0
escarpé,2.1595007234327425e-05,1.5489227242452876e-05
esclave,7.558252532014598e-05,0.0
escorté,1.0797503617163712e-05,1.5489227242452876e-05
escortée,1.0797503617163712e-05,0.0
escroc,1.0797503617163712e-05,0.0
escroquerie,1.0797503617163712e-05,0.0
espace,0.0001727600578746194,0.00020135995415188735
espagne,2.1595007234327425e-05,1.5489227242452876e-05
espagnol,3.239251085149114e-05,0.0
espion,1.0797503617163712e-05,0.0
espionnage,2.1595007234327425e-05,0.0
espionner,1.0797503617163712e-05,0.0
esplanade,3.239251085149114e-05,0.0
espoir,0.0001835575614917831,9.293536345471724e-05
espoirs,2.1595007234327425e-05,3.097845448490575e-05
esprit,0.0002699375904290928,9.293536345471724e-05
esprits,5.398751808581856e-05,1.5489227242452876e-05
espèce,3.239251085149114e-05,1.5489227242452876e-05
espère,4.319001446865485e-05,7.744613621226437e-05
espérais,1.0797503617163712e-05,1.5489227242452876e-05
espérait,2.1595007234327425e-05,6.19569089698115e-05
espérances,1.0797503617163712e-05,1.5489227242452876e-05
espérer,2.1595007234327425e-05,1.5489227242452876e-05
espérez,3.239251085149114e-05,0.0
espéré,1.0797503617163712e-05,1.5489227242452876e-05
espérée,1.0797503617163712e-05,0.0
esquinte,2.1595007234327425e-05,0.0
esquissa,1.0797503617163712e-05,0.0
esquisser,2.1595007234327425e-05,0.0
esquiva,1.0797503617163712e-05,1.5489227242452876e-05
esquiver,1.0797503617163712e-05,0.0
essaie,2.1595007234327425e-05,1.5489227242452876e-05
essais,1.0797503617163712e-05,0.0
essaya,5.398751808581856e-05,1.5489227242452876e-05
essayais,2.1595007234327425e-05,0.0
essayait,8.63800289373097e-05,4.646768172735862e-05
essayant,1.0797503617163712e-05,0.0
essaye,1.0797503617163712e-05,0.0
essayer,3.239251085149114e-05,3.097845448490575e-05
essayât,1.0797503617163712e-05,0.0
essence,7.558252532014598e-05,0.0
essentiel,4.319001446865485e-05,7.744613621226437e-05
essentielle,1.0797503617163712e-05,1.5489227242452876e-05
essoufflé,2.1595007234327425e-05,0.0
essuya,2.1595007234327425e-05,1.5489227242452876e-05
essuyant,1.0797503617163712e-05,0.0
est,0.011715291424622628,0.010284846888988708
estima,1.0797503617163712e-05,0.0
estimez,1.0797503617163712e-05,0.0
estrade,1.0797503617163712e-05,0.0
et,0.03010344008465243,0.0245194467248029
etc,3.239251085149114e-05,4.646768172735862e-05
eu,0.0003887101302178936,0.0005111444990009449
eubages,1.0797503617163712e-05,0.0
eudore,1.0797503617163712e-05,0.0
eurent,4.319001446865485e-05,4.646768172735862e-05
europe,3.239251085149114e-05,4.646768172735862e-05
eussent,3.239251085149114e-05,7.744613621226437e-05
eut,0.0008098127712872784,0.0006040798624556621
eux,0.0005074826700066944,0.0006815259986679264
exact,3.239251085149114e-05,3.097845448490575e-05
exacte,6.478502170298228e-05,7.744613621226437e-05
exactement,5.398751808581856e-05,7.744613621226437e-05
exactes,1.0797503617163712e-05,0.0
exacts,1.0797503617163712e-05,0.0
exagères,1.0797503617163712e-05,0.0
exagérations,1.0797503617163712e-05,0.0
exagérée,2.1595007234327425e-05,0.0
exaltation,3.239251085149114e-05,1.5489227242452876e-05
exalte,1.0797503617163712e-05,0.0
exalté,2.1595007234327425e-05,0.0
examen,2.1595007234327425e-05,0.000123913817939623
examina,6.478502170298228e-05,6.19569089698115e-05
examinait,2.1595007234327425e-05,0.0
examiner,1.0797503617163712e-05,7.744613621226437e-05
exaspéra,1.0797503617163712e-05,0.0
exaspéraient,1.0797503617163712e-05,1.5489227242452876e-05
exaspérait,1.0797503617163712e-05,0.0
exaspéré,1.0797503617163712e-05,3.097845448490575e-05
exaspérée,2.1595007234327425e-05,0.0
exaspérés,1.0797503617163712e-05,0.0
excellence,1.0797503617163712e-05,0.0
excellent,3.239251085149114e-05,6.19569089698115e-05
excellente,2.1595007234327425e-05,0.0
exceptionnelles,1.0797503617163712e-05,0.0
excessifs,1.0797503617163712e-05,1.5489227242452876e-05
excitait,2.1595007234327425e-05,0.0
excitation,1.0797503617163712e-05,0.0
excité,1.0797503617163712e-05,0.0
exclama,7.558252532014598e-05,9.293536345471724e-05
exclamait,1.0797503617163712e-05,0.0
exclamation,2.1595007234327425e-05,1.5489227242452876e-05
excuse,3.239251085149114e-05,0.0
excuser,1.0797503617163712e-05,1.5489227242452876e-05
excuses,2.1595007234327425e-05,4.646768172735862e-05
excusez,2.1595007234327425e-05,3.097845448490575e-05
excès,2.1595007234327425e-05,0.0
excédé,1.0797503617163712e-05,1.5489227242452876e-05
exemple,7.558252532014598e-05,0.00010842459069717012
exercent,1.0797503617163712e-05,0.0
exercer,2.1595007234327425e-05,0.0
exercice,1.0797503617163712e-05,1.5489227242452876e-05
exercices,1.0797503617163712e-05,0.0
exercé,1.0797503617163712e-05,0.0
exhalant,1.0797503617163712e-05,0.0
exhale,1.0797503617163712e-05,0.0
exhaler,2.1595007234327425e-05,0.0
exhalé,1.0797503617163712e-05,0.0
exige,3.239251085149114e-05,0.0
exigeant,1.0797503617163712e-05,0.0
existaient,1.0797503617163712e-05,0.0
existait,4.319001446865485e-05,3.097845448490575e-05
existe,5.398751808581856e-05,9.293536345471724e-05
existence,0.00012957004340596455,6.19569089698115e-05
existent,5.398751808581856e-05,0.0
existât,1.0797503617163712e-05,0.0
exode,2.1595007234327425e-05,0.0
expiation,1.0797503617163712e-05,0.0
expiatoire,1.0797503617163712e-05,0.0
expie,1.0797503617163712e-05,0.0
expira,1.0797503617163712e-05,0.0
expirait,1.0797503617163712e-05,0.0
expiré,1.0797503617163712e-05,0.0
explication,8.63800289373097e-05,0.000123913817939623
explications,0.00014036754702312826,4.646768172735862e-05
explicitement,1.0797503617163712e-05,0.0
expliqua,3.239251085149114e-05,1.5489227242452876e-05
expliquait,1.0797503617163712e-05,4.646768172735862e-05
explique,3.239251085149114e-05,3.097845448490575e-05
expliquer,0.00014036754702312826,7.744613621226437e-05
expliquera,1.0797503617163712e-05,0.0
expliquerait,1.0797503617163712e-05,0.0
expliquez,1.0797503617163712e-05,0.0
expliquons,1.0797503617163712e-05,0.0
expliquât,1.0797503617163712e-05,0.0
expliqué,1.0797503617163712e-05,0.0
expliquée,1.0797503617163712e-05,0.0
exploitée,1.0797503617163712e-05,0.0
exploités,1.0797503617163712e-05,0.0
explora,1.0797503617163712e-05,0.0
exploration,2.1595007234327425e-05,1.5489227242452876e-05
explorations,1.0797503617163712e-05,1.5489227242452876e-05
explore,1.0797503617163712e-05,0.0
explorer,2.1595007234327425e-05,0.0
exploré,1.0797503617163712e-05,1.5489227242452876e-05
explosion,2.1595007234327425e-05,1.5489227242452876e-05
explosions,1.0797503617163712e-05,0.0
exposait,1.0797503617163712e-05,0.0
exposition,1.0797503617163712e-05,0.0
exposé,1.0797503617163712e-05,1.5489227242452876e-05
express,1.0797503617163712e-05,4.646768172735862e-05
expression,0.00021595007234327424,7.744613621226437e-05
exprima,2.1595007234327425e-05,3.097845448490575e-05
exprimait,1.0797503617163712e-05,0.0
exprimer,1.0797503617163712e-05,1.5489227242452876e-05
exprimé,1.0797503617163712e-05,0.0
expulsée,1.0797503617163712e-05,0.0
expédiait,1.0797503617163712e-05,0.0
expédition,5.398751808581856e-05,6.19569089698115e-05
expérience,1.0797503617163712e-05,3.097845448490575e-05
exquis,1.0797503617163712e-05,0.0
extase,2.1595007234327425e-05,0.0
extermina,1.0797503617163712e-05,0.0
extra,1.0797503617163712e-05,0.0
extraction,1.0797503617163712e-05,0.0
extrait,3.239251085149114e-05,3.097845448490575e-05
extraordinaire,7.558252532014598e-05,9.293536345471724e-05
extraordinaires,1.0797503617163712e-05,0.0
extravagant,2.1595007234327425e-05,0.0
extravagantes,1.0797503617163712e-05,0.0
extrémité,0.00011877253978880082,0.00010842459069717012
extrémités,2.1595007234327425e-05,0.0
extrême,4.319001446865485e-05,0.00010842459069717012
extrêmement,1.0797503617163712e-05,1.5489227242452876e-05
exténué,1.0797503617163712e-05,0.0
exténuée,2.1595007234327425e-05,0.0
extérieur,1.0797503617163712e-05,3.097845448490575e-05
extérieures,2.1595007234327425e-05,0.0
exubérance,1.0797503617163712e-05,0.0
exécrable,2.1595007234327425e-05,0.0
exécrables,1.0797503617163712e-05,1.5489227242452876e-05
exécration,1.0797503617163712e-05,0.0
exécuta,1.0797503617163712e-05,1.5489227242452876e-05
exécute,1.0797503617163712e-05,0.0
exécuter,4.319001446865485e-05,1.5489227242452876e-05
exécution,5.398751808581856e-05,4.646768172735862e-05
exécutée,1.0797503617163712e-05,1.5489227242452876e-05
exécutées,2.1595007234327425e-05,3.097845448490575e-05
exécutés,1.0797503617163712e-05,1.5489227242452876e-05
ezéchiel,1.0797503617163712e-05,0.0
eût,0.0005830651953268404,0.000495655271758492
fables,1.0797503617163712e-05,0.0
fabrique,1.0797503617163712e-05,1.5489227242452876e-05
fabriquée,1.0797503617163712e-05,1.5489227242452876e-05
fabuleuse,1.0797503617163712e-05,0.0
fabuleux,5.398751808581856e-05,0.0
face,0.0003455201157492388,0.00044918759003113336
faces,1.0797503617163712e-05,0.0
facile,8.63800289373097e-05,0.00020135995415188735
facilement,7.558252532014598e-05,4.646768172735862e-05
faconde,1.0797503617163712e-05,0.0
factice,1.0797503617163712e-05,0.0
fagots,1.0797503617163712e-05,0.0
faible,0.00014036754702312826,0.00013940304518207587
faibles,1.0797503617163712e-05,1.5489227242452876e-05
faiblesse,2.1595007234327425e-05,0.0
faiblir,2.1595007234327425e-05,0.0
faiblissait,2.1595007234327425e-05,0.0
faille,2.1595007234327425e-05,0.0
faim,9.71775325544734e-05,0.0
faire,0.0008530027857559332,0.000495655271758492
fais,0.0002699375904290928,7.744613621226437e-05
