,Leblanc_1920=rp141,Leblanc_1909=rp037
pirouettes,2.1595007234327425e-05,0.0
pis,0.00010797503617163712,3.097845448490575e-05
piste,3.239251085149114e-05,9.293536345471724e-05
pistes,1.0797503617163712e-05,0.0
pistolet,1.0797503617163712e-05,3.097845448490575e-05
pitié,9.71775325544734e-05,7.744613621226437e-05
pittoresque,1.0797503617163712e-05,0.0
pittoresques,1.0797503617163712e-05,0.0
pivota,1.0797503617163712e-05,1.5489227242452876e-05
pivotant,1.0797503617163712e-05,0.0
pièce,7.558252532014598e-05,0.000247827635879246
pièces,1.0797503617163712e-05,0.0
piège,3.239251085149114e-05,0.00010842459069717012
piédestal,3.239251085149114e-05,1.5489227242452876e-05
piétinait,1.0797503617163712e-05,0.0
placard,4.319001446865485e-05,0.0
place,0.00032392510851491133,0.0002942953176066046
placer,2.1595007234327425e-05,0.0
places,3.239251085149114e-05,3.097845448490575e-05
placé,1.0797503617163712e-05,3.097845448490575e-05
placée,4.319001446865485e-05,1.5489227242452876e-05
placés,1.0797503617163712e-05,0.0
plafond,3.239251085149114e-05,3.097845448490575e-05
plage,8.63800289373097e-05,4.646768172735862e-05
plages,1.0797503617163712e-05,1.5489227242452876e-05
plaie,7.558252532014598e-05,0.0
plaies,1.0797503617163712e-05,0.0
plaignait,1.0797503617163712e-05,0.0
plaines,2.1595007234327425e-05,3.097845448490575e-05
plainte,2.1595007234327425e-05,1.5489227242452876e-05
plaintes,2.1595007234327425e-05,0.0
plaire,1.0797503617163712e-05,0.0
plaisance,1.0797503617163712e-05,0.0
plaisantant,2.1595007234327425e-05,1.5489227242452876e-05
plaisante,1.0797503617163712e-05,0.0
plaisanteries,3.239251085149114e-05,1.5489227242452876e-05
plaisir,6.478502170298228e-05,6.19569089698115e-05
plan,0.00016196255425745567,0.000123913817939623
planche,1.0797503617163712e-05,0.0
plancher,6.478502170298228e-05,3.097845448490575e-05
planches,3.239251085149114e-05,1.5489227242452876e-05
plans,3.239251085149114e-05,9.293536345471724e-05
planta,2.1595007234327425e-05,4.646768172735862e-05
plantant,1.0797503617163712e-05,0.0
plante,2.1595007234327425e-05,0.0
plantes,4.319001446865485e-05,3.097845448490575e-05
planté,3.239251085149114e-05,1.5489227242452876e-05
plantée,1.0797503617163712e-05,0.0
plantées,1.0797503617163712e-05,0.0
plantés,1.0797503617163712e-05,1.5489227242452876e-05
plaqua,1.0797503617163712e-05,0.0
plaques,2.1595007234327425e-05,4.646768172735862e-05
plaquée,1.0797503617163712e-05,0.0
plaqués,1.0797503617163712e-05,0.0
plat,2.1595007234327425e-05,9.293536345471724e-05
plate,2.1595007234327425e-05,1.5489227242452876e-05
plateau,7.558252532014598e-05,9.293536345471724e-05
plats,1.0797503617163712e-05,0.0
plaît,4.319001446865485e-05,1.5489227242452876e-05
plein,0.0001835575614917831,0.0001703814996669816
pleine,9.71775325544734e-05,0.00010842459069717012
pleines,2.1595007234327425e-05,6.19569089698115e-05
pleins,3.239251085149114e-05,1.5489227242452876e-05
pleuraient,1.0797503617163712e-05,0.0
pleurait,5.398751808581856e-05,4.646768172735862e-05
pleurant,1.0797503617163712e-05,0.0
pleure,0.00010797503617163712,6.19569089698115e-05
pleurent,1.0797503617163712e-05,0.0
pleurer,6.478502170298228e-05,7.744613621226437e-05
pleures,1.0797503617163712e-05,0.0
pleurez,3.239251085149114e-05,0.0
pleurons,1.0797503617163712e-05,0.0
pleurs,1.0797503617163712e-05,0.0
pleuré,1.0797503617163712e-05,0.0
pleut,1.0797503617163712e-05,0.0
plia,1.0797503617163712e-05,1.5489227242452876e-05
plier,1.0797503617163712e-05,0.0
pline,4.319001446865485e-05,0.0
pliés,1.0797503617163712e-05,0.0
plomb,6.478502170298228e-05,0.0
plonger,1.0797503617163712e-05,1.5489227242452876e-05
plongés,1.0797503617163712e-05,0.0
ploya,2.1595007234327425e-05,0.0
ployé,1.0797503617163712e-05,1.5489227242452876e-05
ployées,1.0797503617163712e-05,0.0
ployés,1.0797503617163712e-05,0.0
pluie,4.319001446865485e-05,3.097845448490575e-05
plumais,1.0797503617163712e-05,0.0
plumes,1.0797503617163712e-05,0.0
plupart,3.239251085149114e-05,1.5489227242452876e-05
plus,0.005258384261558727,0.004646768172735862
plusieurs,0.0001727600578746194,0.0001703814996669816
plutôt,0.0002807350940462565,0.00032527377209151036
poche,0.00011877253978880082,0.00020135995415188735
poches,5.398751808581856e-05,7.744613621226437e-05
pochetée,1.0797503617163712e-05,0.0
poids,8.63800289373097e-05,1.5489227242452876e-05
poignard,0.00020515256872611053,1.5489227242452876e-05
poignardé,1.0797503617163712e-05,0.0
poignet,2.1595007234327425e-05,1.5489227242452876e-05
poignets,5.398751808581856e-05,3.097845448490575e-05
poignée,2.1595007234327425e-05,1.5489227242452876e-05
poils,1.0797503617163712e-05,0.0
poing,4.319001446865485e-05,9.293536345471724e-05
poings,6.478502170298228e-05,4.646768172735862e-05
point,0.0008530027857559332,0.0008364182710924552
pointaient,1.0797503617163712e-05,0.0
pointait,1.0797503617163712e-05,0.0
pointe,0.00021595007234327424,0.00010842459069717012
pointes,4.319001446865485e-05,6.19569089698115e-05
points,4.319001446865485e-05,0.0003097845448490575
pointu,1.0797503617163712e-05,1.5489227242452876e-05
pointues,1.0797503617163712e-05,0.0
pointus,2.1595007234327425e-05,3.097845448490575e-05
poison,2.1595007234327425e-05,0.0
poitrine,9.71775325544734e-05,9.293536345471724e-05
polie,1.0797503617163712e-05,0.0
politesse,3.239251085149114e-05,6.19569089698115e-05
polonais,3.239251085149114e-05,0.0
pommeau,7.558252532014598e-05,0.0
pommes,1.0797503617163712e-05,0.0
pompes,1.0797503617163712e-05,0.0
pompeux,1.0797503617163712e-05,0.0
ponds,1.0797503617163712e-05,0.0
pont,0.0004319001446865485,9.293536345471724e-05
pontivy,3.239251085149114e-05,0.0
populaire,1.0797503617163712e-05,1.5489227242452876e-05
populaires,2.1595007234327425e-05,0.0
populations,1.0797503617163712e-05,0.0
port,4.319001446865485e-05,0.000123913817939623
porta,4.319001446865485e-05,6.19569089698115e-05
portaient,7.558252532014598e-05,0.00010842459069717012
portait,0.00020515256872611053,0.00021684918139434025
portant,4.319001446865485e-05,0.0
portante,1.0797503617163712e-05,0.0
porte,0.0006478502170298227,0.0015179442697603816
portefeuille,1.0797503617163712e-05,7.744613621226437e-05
portent,4.319001446865485e-05,7.744613621226437e-05
porter,4.319001446865485e-05,6.19569089698115e-05
portera,1.0797503617163712e-05,0.0
porteraient,1.0797503617163712e-05,0.0
porterais,1.0797503617163712e-05,0.0
porterons,1.0797503617163712e-05,0.0
portes,0.00010797503617163712,9.293536345471724e-05
portions,1.0797503617163712e-05,0.0
portrait,5.398751808581856e-05,6.19569089698115e-05
portraits,1.0797503617163712e-05,0.0
portugais,1.0797503617163712e-05,0.0
porté,4.319001446865485e-05,4.646768172735862e-05
portée,0.00010797503617163712,7.744613621226437e-05
portées,1.0797503617163712e-05,0.0
portés,1.0797503617163712e-05,0.0
posa,4.319001446865485e-05,4.646768172735862e-05
posaient,2.1595007234327425e-05,0.0
posait,2.1595007234327425e-05,3.097845448490575e-05
posant,1.0797503617163712e-05,1.5489227242452876e-05
pose,7.558252532014598e-05,1.5489227242452876e-05
poser,9.71775325544734e-05,1.5489227242452876e-05
poses,2.1595007234327425e-05,0.0
position,1.0797503617163712e-05,1.5489227242452876e-05
possesseur,1.0797503617163712e-05,7.744613621226437e-05
possesseurs,1.0797503617163712e-05,0.0
possession,2.1595007234327425e-05,4.646768172735862e-05
possibilité,1.0797503617163712e-05,3.097845448490575e-05
possible,0.0006046602025611678,0.0003562522265764161
possède,3.239251085149114e-05,1.5489227242452876e-05
possèdent,1.0797503617163712e-05,0.0
postait,1.0797503617163712e-05,0.0
poste,5.398751808581856e-05,7.744613621226437e-05
postes,1.0797503617163712e-05,1.5489227242452876e-05
posture,1.0797503617163712e-05,1.5489227242452876e-05
posté,1.0797503617163712e-05,1.5489227242452876e-05
postés,1.0797503617163712e-05,1.5489227242452876e-05
posèrent,1.0797503617163712e-05,0.0
posée,2.1595007234327425e-05,1.5489227242452876e-05
poteau,4.319001446865485e-05,0.0
poteaux,1.0797503617163712e-05,0.0
potentilles,1.0797503617163712e-05,0.0
poteries,1.0797503617163712e-05,0.0
poterne,9.71775325544734e-05,6.19569089698115e-05
pouce,1.0797503617163712e-05,0.0
poudre,1.0797503617163712e-05,1.5489227242452876e-05
pouilleux,1.0797503617163712e-05,0.0
poule,1.0797503617163712e-05,1.5489227242452876e-05
poulie,2.1595007234327425e-05,0.0
pouls,1.0797503617163712e-05,0.0
poupée,1.0797503617163712e-05,0.0
pour,0.003951886323881919,0.003562522265764161
pourquoi,0.0008853952966074244,0.0006660367714254736
pourra,4.319001446865485e-05,1.5489227242452876e-05
pourrais,1.0797503617163712e-05,3.097845448490575e-05
pourrait,0.00016196255425745567,0.000123913817939623
pourras,1.0797503617163712e-05,0.0
pourrez,2.1595007234327425e-05,0.0
pourri,2.1595007234327425e-05,0.0
pourrie,1.0797503617163712e-05,0.0
pourriez,1.0797503617163712e-05,3.097845448490575e-05
pourrions,2.1595007234327425e-05,3.097845448490575e-05
pourritures,1.0797503617163712e-05,0.0
pourrons,1.0797503617163712e-05,0.0
pourront,1.0797503617163712e-05,0.0
poursuis,1.0797503617163712e-05,0.0
poursuit,3.239251085149114e-05,0.0
poursuite,2.1595007234327425e-05,4.646768172735862e-05
poursuites,1.0797503617163712e-05,0.0
poursuivait,1.0797503617163712e-05,3.097845448490575e-05
poursuivent,1.0797503617163712e-05,0.0
poursuivi,3.239251085149114e-05,1.5489227242452876e-05
poursuivie,1.0797503617163712e-05,1.5489227242452876e-05
poursuivirent,1.0797503617163712e-05,1.5489227242452876e-05
poursuivis,1.0797503617163712e-05,0.0
poursuivit,6.478502170298228e-05,0.0
poursuivre,3.239251085149114e-05,4.646768172735862e-05
pourtant,0.0003023301012805839,0.00013940304518207587
pourvu,6.478502170298228e-05,9.293536345471724e-05
poussa,5.398751808581856e-05,0.00010842459069717012
poussaient,2.1595007234327425e-05,0.0
poussait,3.239251085149114e-05,1.5489227242452876e-05
poussant,2.1595007234327425e-05,4.646768172735862e-05
pousse,1.0797503617163712e-05,0.0
poussent,1.0797503617163712e-05,0.0
pousser,4.319001446865485e-05,3.097845448490575e-05
poussière,5.398751808581856e-05,1.5489227242452876e-05
poussé,1.0797503617163712e-05,1.5489227242452876e-05
poussée,3.239251085149114e-05,3.097845448490575e-05
poutre,1.0797503617163712e-05,1.5489227242452876e-05
poutres,2.1595007234327425e-05,0.0
pouvaient,7.558252532014598e-05,9.293536345471724e-05
pouvais,5.398751808581856e-05,3.097845448490575e-05
pouvait,0.0006478502170298227,0.0006660367714254736
pouvant,2.1595007234327425e-05,0.0
pouvez,8.63800289373097e-05,0.00013940304518207587
pouvoir,0.00021595007234327424,3.097845448490575e-05
pouvons,3.239251085149114e-05,1.5489227242452876e-05
poète,4.319001446865485e-05,0.0
prairie,1.0797503617163712e-05,0.0
prairies,1.0797503617163712e-05,0.0
pratique,1.0797503617163712e-05,0.0
pratiques,5.398751808581856e-05,0.0
pratiqué,3.239251085149114e-05,1.5489227242452876e-05
pratiquée,3.239251085149114e-05,7.744613621226437e-05
premier,0.0002915325976634202,0.00038723068106132183
premiers,4.319001446865485e-05,4.646768172735862e-05
première,0.00041030513745222107,0.0005731014079707564
premières,8.63800289373097e-05,0.00010842459069717012
prenaient,4.319001446865485e-05,0.0
prenait,9.71775325544734e-05,7.744613621226437e-05
prenant,3.239251085149114e-05,4.646768172735862e-05
prend,3.239251085149114e-05,6.19569089698115e-05
prendre,0.0001943550651089468,0.0002942953176066046
prendront,1.0797503617163712e-05,0.0
prends,0.00010797503617163712,1.5489227242452876e-05
prenez,4.319001446865485e-05,1.5489227242452876e-05
prennent,3.239251085149114e-05,0.0
prenons,1.0797503617163712e-05,1.5489227242452876e-05
prescription,1.0797503617163712e-05,0.0
presque,0.0004966851663895307,0.0004336983627886805
pressa,2.1595007234327425e-05,3.097845448490575e-05
pressaient,1.0797503617163712e-05,1.5489227242452876e-05
pressant,2.1595007234327425e-05,1.5489227242452876e-05
pressants,1.0797503617163712e-05,0.0
presse,1.0797503617163712e-05,4.646768172735862e-05
pressentait,1.0797503617163712e-05,0.0
pressentiment,1.0797503617163712e-05,1.5489227242452876e-05
pressentiments,3.239251085149114e-05,1.5489227242452876e-05
presser,1.0797503617163712e-05,1.5489227242452876e-05
pressé,4.319001446865485e-05,4.646768172735862e-05
pressée,1.0797503617163712e-05,1.5489227242452876e-05
pressés,1.0797503617163712e-05,0.0
preuve,0.00010797503617163712,0.0003562522265764161
preuves,8.63800289373097e-05,0.00010842459069717012
pria,2.1595007234327425e-05,3.097845448490575e-05
priait,1.0797503617163712e-05,0.0
priant,1.0797503617163712e-05,0.0
prie,0.0001727600578746194,7.744613621226437e-05
prier,4.319001446865485e-05,1.5489227242452876e-05
prieuré,0.0006046602025611678,0.0
primitif,1.0797503617163712e-05,0.0
primitive,1.0797503617163712e-05,0.0
prince,8.63800289373097e-05,0.0
principal,2.1595007234327425e-05,6.19569089698115e-05
principale,7.558252532014598e-05,1.5489227242452876e-05
principalement,2.1595007234327425e-05,0.0
principaux,3.239251085149114e-05,3.097845448490575e-05
principes,1.0797503617163712e-05,0.0
printemps,2.1595007234327425e-05,0.0
priori,1.0797503617163712e-05,1.5489227242452876e-05
prirent,5.398751808581856e-05,0.0
pris,0.0002699375904290928,0.00038723068106132183
prise,5.398751808581856e-05,9.293536345471724e-05
prises,1.0797503617163712e-05,4.646768172735862e-05
prison,3.239251085149114e-05,4.646768172735862e-05
prisonnier,2.1595007234327425e-05,0.00010842459069717012
prisonniers,1.0797503617163712e-05,4.646768172735862e-05
prit,0.00016196255425745567,0.0003562522265764161
priverait,1.0797503617163712e-05,0.0
prix,5.398751808581856e-05,0.0
prière,3.239251085149114e-05,0.0
prières,1.0797503617163712e-05,1.5489227242452876e-05
prié,1.0797503617163712e-05,0.0
probable,1.0797503617163712e-05,9.293536345471724e-05
probablement,4.319001446865485e-05,6.19569089698115e-05
probables,1.0797503617163712e-05,0.0
probants,1.0797503617163712e-05,0.0
problème,1.0797503617163712e-05,0.00015489227242452874
problèmes,3.239251085149114e-05,6.19569089698115e-05
prochaine,2.1595007234327425e-05,1.5489227242452876e-05
proche,4.319001446865485e-05,6.19569089698115e-05
procurer,1.0797503617163712e-05,0.0
procuré,2.1595007234327425e-05,0.0
procède,1.0797503617163712e-05,0.0
procéder,2.1595007234327425e-05,0.0
procédé,1.0797503617163712e-05,1.5489227242452876e-05
prodige,5.398751808581856e-05,0.0
prodiges,2.1595007234327425e-05,0.0
prodigieuse,1.0797503617163712e-05,4.646768172735862e-05
prodigieuses,1.0797503617163712e-05,0.0
prodigieux,3.239251085149114e-05,1.5489227242452876e-05
produira,2.1595007234327425e-05,0.0
produirait,3.239251085149114e-05,0.0
produire,8.63800289373097e-05,6.19569089698115e-05
produisant,1.0797503617163712e-05,0.0
produise,1.0797503617163712e-05,0.0
produisirent,2.1595007234327425e-05,0.0
produisit,3.239251085149114e-05,1.5489227242452876e-05
produisît,1.0797503617163712e-05,0.0
produit,6.478502170298228e-05,3.097845448490575e-05
produite,1.0797503617163712e-05,1.5489227242452876e-05
profanes,1.0797503617163712e-05,0.0
professeur,0.00010797503617163712,0.0
profession,1.0797503617163712e-05,4.646768172735862e-05
professionnel,1.0797503617163712e-05,3.097845448490575e-05
profitant,3.239251085149114e-05,1.5489227242452876e-05
profiter,1.0797503617163712e-05,1.5489227242452876e-05
profitez,1.0797503617163712e-05,1.5489227242452876e-05
profitons,2.1595007234327425e-05,0.0
profond,3.239251085149114e-05,1.5489227242452876e-05
profonde,0.00010797503617163712,6.19569089698115e-05
profondes,3.239251085149114e-05,3.097845448490575e-05
profondeur,1.0797503617163712e-05,0.0
profondeurs,2.1595007234327425e-05,1.5489227242452876e-05
profondément,2.1595007234327425e-05,4.646768172735862e-05
proféra,6.478502170298228e-05,3.097845448490575e-05
proféraient,1.0797503617163712e-05,1.5489227242452876e-05
proférait,1.0797503617163712e-05,0.0
proférant,1.0797503617163712e-05,0.0
programme,3.239251085149114e-05,1.5489227242452876e-05
progressive,1.0797503617163712e-05,0.0
progrès,1.0797503617163712e-05,1.5489227242452876e-05
proie,0.00011877253978880082,4.646768172735862e-05
projectile,1.0797503617163712e-05,0.0
projet,4.319001446865485e-05,1.5489227242452876e-05
projeta,3.239251085149114e-05,0.0
projets,3.239251085149114e-05,3.097845448490575e-05
projette,1.0797503617163712e-05,0.0
projetée,1.0797503617163712e-05,1.5489227242452876e-05
prolonge,2.1595007234327425e-05,0.0
prolongea,1.0797503617163712e-05,0.0
prolongeait,1.0797503617163712e-05,0.0
prolongé,1.0797503617163712e-05,0.0
promenade,3.239251085149114e-05,0.0
promenait,1.0797503617163712e-05,1.5489227242452876e-05
promesse,3.239251085149114e-05,4.646768172735862e-05
promesses,1.0797503617163712e-05,1.5489227242452876e-05
promets,3.239251085149114e-05,0.0
promettez,1.0797503617163712e-05,0.0
promettre,1.0797503617163712e-05,0.0
promis,8.63800289373097e-05,0.000123913817939623
promise,2.1595007234327425e-05,0.0
promises,1.0797503617163712e-05,3.097845448490575e-05
promit,1.0797503617163712e-05,1.5489227242452876e-05
promontoire,2.1595007234327425e-05,3.097845448490575e-05
promu,1.0797503617163712e-05,0.0
promène,2.1595007234327425e-05,0.0
prononcer,5.398751808581856e-05,4.646768172735862e-05
prononcez,1.0797503617163712e-05,0.0
prononcèrent,1.0797503617163712e-05,0.0
prononcé,6.478502170298228e-05,3.097845448490575e-05
prononcée,1.0797503617163712e-05,1.5489227242452876e-05
prononcées,2.1595007234327425e-05,0.0
prononça,0.00024834258319476535,0.00021684918139434025
prononçaient,1.0797503617163712e-05,0.0
prononçait,4.319001446865485e-05,0.0
prononçant,3.239251085149114e-05,0.0
propage,1.0797503617163712e-05,0.0
propagea,1.0797503617163712e-05,0.0
prophète,0.00010797503617163712,0.0
prophétie,0.0003131276048977476,0.0
prophéties,1.0797503617163712e-05,0.0
prophétique,1.0797503617163712e-05,0.0
proportion,2.1595007234327425e-05,0.0
proportions,1.0797503617163712e-05,4.646768172735862e-05
propos,7.558252532014598e-05,4.646768172735862e-05
proposais,1.0797503617163712e-05,0.0
proposant,1.0797503617163712e-05,0.0
propose,2.1595007234327425e-05,1.5489227242452876e-05
proposition,1.0797503617163712e-05,0.0
propre,7.558252532014598e-05,0.00013940304518207587
propres,4.319001446865485e-05,0.0
propriété,1.0797503617163712e-05,0.0
propriétés,4.319001446865485e-05,3.097845448490575e-05
